   indexX       indexY         intexZ      phi   
+31      +37     +32     -3.23247e-18     +152.174
+31      +38     +32     -1.56346e-17     +124.402
+31      +39     +32     +2.27592e-18     +104.308
+31      +40     +32     -6.15159e-18     +89.1089
+31      +41     +32     -3.21598e-18     +77.2066
+31      +42     +32     -8.46050e-18     +67.6248
+31      +43     +32     -7.07516e-18     +59.7350
+31      +44     +32     +6.92673e-19     +53.1150
+31      +45     +32     -2.53155e-18     +47.4706
+31      +46     +32     +9.77163e-18     +42.5909
+31      +47     +32     -4.35394e-18     +38.3203
+31      +48     +32     +3.16650e-18     +34.5421
+31      +49     +32     -4.08182e-19     +31.1662
+31      +50     +32     -1.95639e-18     +28.1226
+31      +51     +32     +3.99627e-18     +25.3555
+31      +52     +32     +4.35807e-18     +22.8202
+31      +53     +32     +4.44465e-18     +20.4800
+31      +54     +32     -1.24104e-17     +18.3047
+31      +55     +32     +2.84748e-18     +16.2690
+31      +56     +32     +3.42677e-18     +14.3516
+31      +57     +32     +4.32611e-18     +12.5341
+31      +58     +32     +3.13352e-19     +10.8006
+31      +59     +32     -2.11693e-18     +9.13711
+31      +60     +32     +5.19505e-19     +7.53118
+31      +61     +32     -6.68785e-18     +5.97158
+31      +62     +32     -1.77948e-18     +4.44802
+31      +63     +32     -5.68756e-18     +2.95091
+32      +1     +32     -8.66563e-18     +2.95610
+32      +2     +32     -8.28850e-18     +4.45590
+32      +3     +32     +4.34389e-18     +5.98228
+32      +4     +32     +3.15024e-17     +7.54487
+32      +5     +32     -2.03138e-18     +9.15403
+32      +6     +32     +2.02859e-17     +10.8211
+32      +7     +32     +1.06870e-17     +12.5585
+32      +8     +32     -2.44708e-17     +14.3804
+32      +9     +32     +5.18732e-18     +16.3028
+32      +10     +32     -1.77178e-17     +18.3442
+32      +11     +32     +5.27648e-18     +20.5263
+32      +12     +32     +2.10523e-17     +22.8745
+32      +13     +32     +1.29680e-17     +25.4194
+32      +14     +32     -4.39806e-17     +28.1982
+32      +15     +32     +8.78416e-18     +31.2563
+32      +16     +32     -2.03617e-17     +34.6503
+32      +17     +32     -7.87915e-18     +38.4519
+32      +18     +32     +1.82074e-17     +42.7526
+32      +19     +32     +7.91214e-18     +47.6726
+32      +20     +32     +3.95236e-17     +53.3719
+32      +21     +32     +3.90865e-18     +60.0688
+32      +22     +32     +1.05550e-17     +68.0699
+32      +23     +32     +6.74531e-18     +77.8196
+32      +24     +32     -1.83888e-17     +89.9881
+32      +25     +32     +0.00000     +105.637
+32      +26     +32     +7.78432e-18     +126.562
+32      +27     +32     -7.91626e-19     +156.069
+32      +28     +32     +4.59143e-17     +201.048
+32      +29     +32     -1.58325e-17     +278.613
+32      +30     +32     +1.68880e-17     +442.557
+32      +31     +32     -9.28841e-17     +913.640
+32      +32     +32     +1.00000     +2846.93
+32      +33     +32     -9.28841e-17     +913.640
+32      +34     +32     +1.26660e-17     +442.557
+32      +35     +32     +4.74976e-18     +278.613
+32      +36     +32     -3.95813e-18     +201.048
+32      +37     +32     -3.82619e-18     +156.069
+32      +38     +32     -2.05823e-17     +126.562
+32      +39     +32     -5.34348e-18     +105.637
+32      +40     +32     +1.00108e-17     +89.9881
+32      +41     +32     +4.09007e-18     +77.8196
+32      +42     +32     -3.78496e-18     +68.0699
+32      +43     +32     +4.48588e-18     +60.0688
+32      +44     +32     +5.06971e-17     +53.3719
+32      +45     +32     +1.02087e-17     +47.6726
+32      +46     +32     +2.40869e-17     +42.7526
+32      +47     +32     -3.28607e-18     +38.4519
+32      +48     +32     +1.02210e-17     +34.6503
+32      +49     +32     +7.31842e-18     +31.2563
+32      +50     +32     -3.99091e-17     +28.1982
+32      +51     +32     +1.04870e-17     +25.4194
+32      +52     +32     -1.27299e-18     +22.8745
+32      +53     +32     +4.40754e-18     +20.5263
+32      +54     +32     -1.29031e-17     +18.3442
+32      +55     +32     +4.72347e-18     +16.3028
+32      +56     +32     -2.44311e-17     +14.3804
+32      +57     +32     +1.05246e-17     +12.5585
+32      +58     +32     +4.85129e-18     +10.8211
+32      +59     +32     -1.99659e-18     +9.15403
+32      +60     +32     -6.42732e-18     +7.54487
+32      +61     +32     +4.32972e-18     +5.98228
+32      +62     +32     +3.65418e-17     +4.45590
+32      +63     +32     -8.70795e-18     +2.95610
+33      +1     +32     -5.91877e-18     +2.95091
+33      +2     +32     -1.52643e-18     +4.44802
+33      +3     +32     -7.47329e-18     +5.97158
+33      +4     +32     +3.33452e-19     +7.53118
+33      +5     +32     -2.35993e-18     +9.13711
+33      +6     +32     -1.03076e-21     +10.8006
+33      +7     +32     +4.56834e-18     +12.5341
+33      +8     +32     +4.75697e-18     +14.3516
+33      +9     +32     +2.48929e-19     +16.2690
+33      +10     +32     -9.28511e-18     +18.3047
+33      +11     +32     +2.26665e-18     +20.4800
+33      +12     +32     +8.68933e-19     +22.8202
+33      +13     +32     +4.66008e-18     +25.3555
+33      +14     +32     -3.38709e-18     +28.1226
+33      +15     +32     -1.37710e-18     +31.1662
+33      +16     +32     +1.15445e-18     +34.5421
+33      +17     +32     -3.42213e-18     +38.3203
+33      +18     +32     +6.91024e-18     +42.5909
+33      +19     +32     +1.81827e-18     +47.4706
+33      +20     +32     -1.41008e-18     +53.1150
+33      +21     +32     -7.07516e-18     +59.7350
+33      +22     +32     -4.27148e-18     +67.6248
+33      +23     +32     -4.37044e-18     +77.2066
+33      +24     +32     +2.96860e-19     +89.1089
+33      +25     +32     -1.08849e-18     +104.308
+33      +26     +32     -1.13466e-17     +124.402
+33      +27     +32     -2.18357e-17     +152.174
+33      +28     +32     +1.97907e-18     +192.853
+33      +29     +32     -3.69426e-18     +257.090
+33      +30     +32     -5.06641e-17     +368.062
+33      +31     +32     +5.06641e-17     +574.201
+33      +32     +32     -5.91081e-17     +914.265
+33      +33     +32     +5.48861e-17     +574.201
+33      +34     +32     -4.01091e-17     +368.062
+33      +35     +32     -2.74430e-17     +257.090
+33      +36     +32     -4.88169e-18     +192.853
+33      +37     +32     -3.23247e-18     +152.174
+33      +38     +32     -1.56346e-17     +124.402
+33      +39     +32     +2.27592e-18     +104.308
+33      +40     +32     -6.15159e-18     +89.1089
+33      +41     +32     -3.21598e-18     +77.2066
+33      +42     +32     -8.46050e-18     +67.6248
+33      +43     +32     -7.07516e-18     +59.7350
+33      +44     +32     +6.92673e-19     +53.1150
+33      +45     +32     -2.53155e-18     +47.4706
+33      +46     +32     +9.77163e-18     +42.5909
+33      +47     +32     -4.35394e-18     +38.3203
+33      +48     +32     +3.16650e-18     +34.5421
+33      +49     +32     -4.08182e-19     +31.1662
+33      +50     +32     -2.52125e-18     +28.1226
+33      +51     +32     +3.99627e-18     +25.3555
+33      +52     +32     +4.35807e-18     +22.8202
+33      +53     +32     +4.44465e-18     +20.4800
+33      +54     +32     -1.24104e-17     +18.3047
+33      +55     +32     +2.84748e-18     +16.2690
+33      +56     +32     +3.70869e-18     +14.3516
+33      +57     +32     +4.32611e-18     +12.5341
+33      +58     +32     +5.95781e-19     +10.8006
+33      +59     +32     -2.11693e-18     +9.13711
+33      +60     +32     +8.72026e-19     +7.53118
+33      +61     +32     -7.35269e-18     +5.97158
+33      +62     +32     -1.42696e-18     +4.44802
+33      +63     +32     -6.01991e-18     +2.95091
+34      +1     +32     +2.80728e-18     +2.93541
+34      +2     +32     -2.05135e-18     +4.42448
+34      +3     +32     -8.31491e-18     +5.93962
+34      +4     +32     -1.01272e-19     +7.49027
+34      +5     +32     +9.06298e-19     +9.08657
+34      +6     +32     -1.91722e-18     +10.7395
+34      +7     +32     +8.27187e-18     +12.4614
+34      +8     +32     -2.28211e-18     +14.2658
+34      +9     +32     +4.05038e-18     +16.1683
+34      +10     +32     -1.14930e-18     +18.1868
+34      +11     +32     +1.26681e-18     +20.3420
+34      +12     +32     +2.75008e-18     +22.6585
+34      +13     +32     +5.80938e-18     +25.1653
+34      +14     +32     +5.81350e-19     +27.8978
+34      +15     +32     +2.77688e-18     +30.8987
+34      +16     +32     +5.37440e-18     +34.2210
+34      +17     +32     -2.88614e-19     +37.9311
+34      +18     +32     -1.71107e-18     +42.1130
+34      +19     +32     +5.19505e-19     +46.8754
+34      +20     +32     -1.48842e-18     +52.3608
+34      +21     +32     +4.25499e-18     +58.7595
+34      +22     +32     -6.34950e-18     +66.3318
+34      +23     +32     +7.91626e-19     +75.4411
+34      +24     +32     -1.96257e-18     +86.6094
+34      +25     +32     +2.53980e-18     +100.606
+34      +26     +32     -2.03514e-17     +118.598
+34      +27     +32     +1.09508e-17     +142.400
+34      +28     +32     +3.16650e-18     +174.857
+34      +29     +32     +5.27751e-19     +220.293
+34      +30     +32     +3.16650e-18     +284.226
+34      +31     +32     -3.69426e-17     +368.210
+34      +32     +32     +1.05550e-17     +442.929
+34      +33     +32     -3.69426e-17     +368.210
+34      +34     +32     +5.27751e-18     +284.226
+34      +35     +32     -5.54138e-18     +220.293
+34      +36     +32     -1.80755e-17     +174.857
+34      +37     +32     +3.29844e-19     +142.400
+34      +38     +32     -1.69870e-17     +118.598
+34      +39     +32     +5.17855e-18     +100.606
+34      +40     +32     -1.10663e-17     +86.6094
+34      +41     +32     +3.08404e-18     +75.4411
+34      +42     +32     -4.65905e-18     +66.3318
+34      +43     +32     +3.69426e-18     +58.7595
+34      +44     +32     -2.04503e-18     +52.3608
+34      +45     +32     +5.15382e-19     +46.8754
+34      +46     +32     +9.48302e-19     +42.1130
+34      +47     +32     -4.07976e-18     +37.9311
+34      +48     +32     +5.29400e-18     +34.2210
+34      +49     +32     +5.15588e-18     +30.8987
+34      +50     +32     -1.62861e-19     +27.8978
+34      +51     +32     +7.60394e-18     +25.1653
+34      +52     +32     +1.90485e-18     +22.6585
+34      +53     +32     +8.84395e-19     +20.3420
+34      +54     +32     -1.91413e-18     +18.1868
+34      +55     +32     +3.90917e-18     +16.1683
+34      +56     +32     -2.52331e-18     +14.2658
+34      +57     +32     +7.74928e-18     +12.4614
+34      +58     +32     -1.49409e-18     +10.7395
+34      +59     +32     -9.04495e-20     +9.08657
+34      +60     +32     +1.24490e-18     +7.49027
+34      +61     +32     -8.85902e-18     +5.93962
+34      +62     +32     -2.36496e-18     +4.42448
+34      +63     +32     +2.47409e-18     +2.93541
+35      +1     +32     +4.48253e-18     +2.90979
+35      +2     +32     -1.53120e-18     +4.38555
+35      +3     +32     -4.88492e-18     +5.88678
+35      +4     +32     +4.16299e-18     +7.42267
+35      +5     +32     -1.57629e-18     +9.00308
+35      +6     +32     -1.22403e-18     +10.6387
+35      +7     +32     +5.37955e-18     +12.3414
+35      +8     +32     +5.92173e-19     +14.1243
+35      +9     +32     +4.73120e-18     +16.0024
+35      +10     +32     -2.55114e-18     +17.9927
+35      +11     +32     +2.53465e-18     +20.1152
+35      +12     +32     -1.45028e-18     +22.3930
+35      +13     +32     +2.14811e-18     +24.8536
+35      +14     +32     -9.60671e-19     +27.5299
+35      +15     +32     -3.23660e-19     +30.4619
+35      +16     +32     -2.84697e-18     +33.6982
+35      +17     +32     +1.43688e-18     +37.2992
+35      +18     +32     +6.20107e-18     +41.3406
+35      +19     +32     +1.44884e-17     +45.9182
+35      +20     +32     -9.38407e-18     +51.1557
+35      +21     +32     +1.29464e-18     +57.2139
+35      +22     +32     +5.03012e-19     +64.3058
+35      +23     +32     -1.23692e-18     +72.7169
+35      +24     +32     -4.84871e-18     +82.8344
+35      +25     +32     +4.35394e-18     +95.1871
+35      +26     +32     -9.40056e-18     +110.494
+35      +27     +32     -3.10054e-17     +129.705
+35      +28     +32     +2.16378e-17     +153.962
+35      +29     +32     -3.56232e-18     +184.281
+35      +30     +32     +1.53048e-17     +220.354
+35      +31     +32     +8.44401e-18     +257.244
+35      +32     +32     -3.79981e-17     +278.845
+35      +33     +32     +6.33301e-18     +257.244
+35      +34     +32     +1.53048e-17     +220.354
+35      +35     +32     -1.18744e-18     +184.281
+35      +36     +32     +3.15331e-17     +153.962
+35      +37     +32     -2.67833e-17     +129.705
+35      +38     +32     -1.05220e-17     +110.494
+35      +39     +32     +5.87123e-18     +95.1871
+35      +40     +32     -1.07199e-18     +82.8344
+35      +41     +32     -8.80684e-18     +72.7169
+35      +42     +32     +4.94766e-19     +64.3058
+35      +43     +32     +1.56676e-19     +57.2139
+35      +44     +32     -2.16873e-18     +51.1557
+35      +45     +32     +1.16682e-17     +45.9182
+35      +46     +32     +6.97208e-18     +41.3406
+35      +47     +32     +2.40374e-18     +37.2992
+35      +48     +32     -2.56248e-18     +33.6982
+35      +49     +32     +4.43228e-19     +30.4619
+35      +50     +32     -2.96860e-19     +27.5299
+35      +51     +32     +1.30288e-18     +24.8536
+35      +52     +32     +1.49151e-18     +22.3930
+35      +53     +32     +6.40104e-19     +20.1152
+35      +54     +32     -1.60387e-18     +17.9927
+35      +55     +32     +4.06636e-18     +16.0024
+35      +56     +32     -3.14898e-19     +14.1243
+35      +57     +32     +4.90695e-18     +12.3414
+35      +58     +32     +3.87825e-19     +10.6387
+35      +59     +32     -1.43456e-18     +9.00308
+35      +60     +32     +3.24098e-18     +7.42267
+35      +61     +32     -4.34132e-18     +5.88678
+35      +62     +32     -1.04275e-18     +4.38555
+35      +63     +32     +4.87525e-18     +2.90979
+36      +1     +32     -3.88604e-18     +2.87434
+36      +2     +32     -4.42713e-19     +4.33171
+36      +3     +32     +1.79868e-18     +5.81372
+36      +4     +32     +2.88047e-18     +7.32923
+36      +5     +32     -3.29844e-20     +8.88774
+36      +6     +32     -2.10095e-18     +10.4995
+36      +7     +32     -1.16373e-18     +12.1758
+36      +8     +32     +4.70853e-18     +13.9293
+36      +9     +32     +4.95746e-18     +15.7739
+36      +10     +32     -5.25019e-18     +17.7259
+36      +11     +32     +1.75230e-18     +19.8039
+36      +12     +32     +1.32247e-18     +22.0293
+36      +13     +32     +6.66388e-18     +24.4275
+36      +14     +32     +6.10212e-19     +27.0286
+36      +15     +32     -1.43070e-18     +29.8685
+36      +16     +32     +5.24658e-18     +32.9907
+36      +17     +32     +3.05930e-18     +36.4482
+36      +18     +32     -5.18680e-18     +40.3062
+36      +19     +32     -1.71931e-18     +44.6456
+36      +20     +32     -1.00809e-17     +49.5677
+36      +21     +32     +1.85785e-17     +55.2004
+36      +22     +32     -7.09165e-19     +61.7054
+36      +23     +32     +6.40722e-18     +69.2878
+36      +24     +32     -1.06210e-17     +78.2056
+36      +25     +32     -5.59086e-18     +88.7763
+36      +26     +32     -1.87681e-17     +101.369
+36      +27     +32     +6.59688e-20     +116.358
+36      +28     +32     +9.30161e-18     +133.983
+36      +29     +32     +2.77069e-18     +153.995
+36      +30     +32     -3.46996e-17     +174.936
+36      +31     +32     -6.72882e-18     +192.985
+36      +32     +32     -2.24294e-17     +201.212
+36      +33     +32     -6.72882e-18     +192.985
+36      +34     +32     -3.46996e-17     +174.936
+36      +35     +32     +1.97907e-18     +153.995
+36      +36     +32     -6.99270e-18     +133.983
+36      +37     +32     +2.77069e-18     +116.358
+36      +38     +32     -9.66444e-18     +101.369
+36      +39     +32     -6.71233e-18     +88.7763
+36      +40     +32     -9.49951e-18     +78.2056
+36      +41     +32     +6.42372e-18     +69.2878
+36      +42     +32     +4.04884e-18     +61.7054
+36      +43     +32     +1.68880e-17     +55.2004
+36      +44     +32     -8.74499e-18     +49.5677
+36      +45     +32     +1.70694e-18     +44.6456
+36      +46     +32     -3.85093e-18     +40.3062
+36      +47     +32     +9.50776e-18     +36.4482
+36      +48     +32     +2.22439e-18     +32.9907
+36      +49     +32     +2.07596e-18     +29.8685
+36      +50     +32     -6.16396e-19     +27.0286
+36      +51     +32     +6.09903e-18     +24.4275
+36      +52     +32     +2.75111e-18     +22.0293
+36      +53     +32     +1.47193e-18     +19.8039
+36      +54     +32     -2.97427e-18     +17.7259
+36      +55     +32     +5.76403e-18     +15.7739
+36      +56     +32     +4.13439e-18     +13.9293
+36      +57     +32     -2.63412e-18     +12.1758
+36      +58     +32     -1.96077e-18     +10.4995
+36      +59     +32     -2.94798e-19     +8.88774
+36      +60     +32     +3.32885e-18     +7.32923
+36      +61     +32     +1.65747e-18     +5.81372
+36      +62     +32     -5.83798e-19     +4.33171
+36      +63     +32     -3.90382e-18     +2.87434
+37      +1     +32     -1.38657e-18     +2.82946
+37      +2     +32     -2.09296e-18     +4.26357
+37      +3     +32     -1.75771e-18     +5.72129
+37      +4     +32     +2.40941e-19     +7.21111
+37      +5     +32     +1.18460e-18     +8.74203
+37      +6     +32     +2.37204e-18     +10.3238
+37      +7     +32     +2.06307e-18     +11.9671
+37      +8     +32     +2.16460e-19     +13.6836
+37      +9     +32     +7.59569e-18     +15.4867
+37      +10     +32     -1.95268e-17     +17.3911
+37      +11     +32     +1.35494e-17     +19.4140
+37      +12     +32     -1.89042e-18     +21.5749
+37      +13     +32     +1.43173e-18     +23.8967
+37      +14     +32     -1.70179e-18     +26.4061
+37      +15     +32     +1.45750e-18     +29.1348
+37      +16     +32     -1.92340e-18     +32.1202
+37      +17     +32     -7.35965e-19     +35.4072
+37      +18     +32     +3.41801e-18     +39.0498
+37      +19     +32     +2.57278e-18     +43.1133
+37      +20     +32     -4.90643e-19     +47.6763
+37      +21     +32     -5.13732e-18     +52.8341
+37      +22     +32     -3.48810e-18     +58.7009
+37      +23     +32     +6.20932e-18     +65.4108
+37      +24     +32     +3.46336e-18     +73.1163
+37      +25     +32     -1.06540e-17     +81.9781
+37      +26     +32     -9.97779e-18     +92.1368
+37      +27     +32     -1.46781e-17     +103.652
+37      +28     +32     +1.08849e-17     +116.379
+37      +29     +32     -1.05550e-17     +129.752
+37      +30     +32     +4.35394e-18     +142.481
+37      +31     +32     -2.63875e-17     +152.286
+37      +32     +32     -1.35896e-17     +156.196
+37      +33     +32     -2.63875e-17     +152.286
+37      +34     +32     +4.35394e-18     +142.481
+37      +35     +32     -1.47111e-17     +129.752
+37      +36     +32     +1.31938e-17     +116.379
+37      +37     +32     -7.12463e-18     +103.652
+37      +38     +32     -1.22372e-17     +92.1368
+37      +39     +32     -1.10663e-17     +81.9781
+37      +40     +32     -6.05264e-18     +73.1163
+37      +41     +32     +5.64858e-18     +65.4108
+37      +42     +32     +2.39962e-18     +58.7009
+37      +43     +32     -6.25879e-18     +52.8341
+37      +44     +32     -4.90643e-19     +47.6763
+37      +45     +32     +2.56866e-18     +43.1133
+37      +46     +32     -1.73168e-19     +39.0498
+37      +47     +32     -5.35997e-19     +35.4072
+37      +48     +32     -3.73549e-18     +32.1202
+37      +49     +32     +6.10212e-19     +29.1348
+37      +50     +32     -2.36663e-18     +26.4061
+37      +51     +32     +2.76245e-18     +23.8967
+37      +52     +32     +1.05138e-18     +21.5749
+37      +53     +32     +1.33669e-17     +19.4140
+37      +54     +32     -1.98092e-17     +17.3911
+37      +55     +32     +7.59569e-18     +15.4867
+37      +56     +32     +1.16476e-19     +13.6836
+37      +57     +32     +1.02561e-18     +11.9671
+37      +58     +32     +2.98715e-18     +10.3238
+37      +59     +32     +1.13461e-18     +8.74203
+37      +60     +32     +4.32405e-19     +7.21111
+37      +61     +32     -1.37968e-18     +5.72129
+37      +62     +32     -2.40013e-18     +4.26357
+37      +63     +32     -1.39933e-18     +2.82946
+38      +1     +32     -7.01499e-19     +2.77565
+38      +2     +32     +2.23147e-18     +4.18190
+38      +3     +32     -1.71583e-18     +5.61058
+38      +4     +32     +4.42713e-19     +7.06970
+38      +5     +32     -2.36637e-18     +8.56776
+38      +6     +32     -2.78950e-18     +10.1139
+38      +7     +32     -1.60696e-18     +11.7180
+38      +8     +32     +6.01553e-18     +13.3910
+38      +9     +32     +5.39553e-18     +15.1451
+38      +10     +32     -8.01058e-18     +16.9937
+38      +11     +32     +8.11726e-18     +18.9524
+38      +12     +32     -1.72859e-18     +21.0385
+38      +13     +32     +3.76229e-19     +23.2723
+38      +14     +32     +6.62884e-18     +25.6769
+38      +15     +32     -4.84665e-18     +28.2793
+38      +16     +32     -2.37694e-18     +31.1110
+38      +17     +32     -5.96606e-18     +34.2085
+38      +18     +32     +1.58531e-18     +37.6149
+38      +19     +32     +1.87599e-18     +41.3802
+38      +20     +32     -9.74690e-18     +45.5624
+38      +21     +32     +3.97050e-18     +50.2279
+38      +22     +32     -2.71297e-18     +55.4505
+38      +23     +32     +7.77608e-18     +61.3087
+38      +24     +32     -1.12972e-18     +67.8782
+38      +25     +32     +3.05106e-18     +75.2169
+38      +26     +32     -1.13301e-17     +83.3360
+38      +27     +32     +4.20551e-18     +92.1504
+38      +28     +32     +8.93878e-18     +101.400
+38      +29     +32     -1.38205e-17     +110.547
+38      +30     +32     -7.09165e-18     +118.675
+38      +31     +32     -2.01865e-17     +124.497
+38      +32     +32     -1.57666e-17     +126.666
+38      +33     +32     -2.01865e-17     +124.497
+38      +34     +32     -8.21312e-18     +118.675
+38      +35     +32     -6.30002e-18     +110.547
+38      +36     +32     +7.38851e-18     +101.400
+38      +37     +32     +3.06755e-18     +92.1504
+38      +38     +32     -1.24516e-17     +83.3360
+38      +39     +32     +5.72280e-18     +75.2169
+38      +40     +32     -8.30383e-18     +67.8782
+38      +41     +32     +6.80304e-18     +61.3087
+38      +42     +32     +7.17411e-19     +55.4505
+38      +43     +32     +3.97050e-18     +50.2279
+38      +44     +32     -1.43029e-17     +45.5624
+38      +45     +32     +2.43672e-18     +41.3802
+38      +46     +32     +2.35220e-18     +37.6149
+38      +47     +32     -4.92086e-18     +34.2085
+38      +48     +32     -2.66143e-18     +31.1110
+38      +49     +32     -2.85315e-18     +28.2793
+38      +50     +32     +6.72882e-18     +25.6769
+38      +51     +32     -1.88630e-19     +23.2723
+38      +52     +32     -1.34515e-18     +21.0385
+38      +53     +32     +8.11726e-18     +18.9524
+38      +54     +32     -8.29300e-18     +16.9937
+38      +55     +32     +4.91159e-18     +15.1451
+38      +56     +32     +5.01775e-18     +13.3910
+38      +57     +32     +5.66920e-21     +11.7180
+38      +58     +32     -2.59804e-18     +10.1139
+38      +59     +32     -2.57794e-18     +8.56776
+38      +60     +32     +1.20367e-18     +7.06970
+38      +61     +32     -2.11899e-18     +5.61058
+38      +62     +32     +2.10044e-18     +4.18190
+38      +63     +32     -7.36802e-19     +2.77565
+39      +1     +32     -1.10517e-18     +2.71349
+39      +2     +32     +1.24065e-18     +4.08759
+39      +3     +32     -1.58879e-18     +5.48280
+39      +4     +32     -1.11065e-19     +6.90663
+39      +5     +32     +4.69513e-19     +8.36699
+39      +6     +32     +2.50295e-18     +9.87234
+39      +7     +32     +2.03524e-18     +11.4318
+39      +8     +32     -1.78322e-18     +13.0554
+39      +9     +32     +6.55978e-18     +14.7541
+39      +10     +32     -8.53575e-18     +16.5400
+39      +11     +32     +3.64581e-18     +18.4268
+39      +12     +32     -1.12972e-18     +20.4299
+39      +13     +32     +1.28433e-18     +22.5665
+39      +14     +32     -6.24642e-19     +24.8564
+39      +15     +32     +2.73771e-18     +27.3219
+39      +16     +32     +2.81192e-18     +29.9884
+39      +17     +32     -9.83348e-19     +32.8851
+39      +18     +32     -1.36885e-18     +36.0445
+39      +19     +32     +2.18109e-18     +39.5033
+39      +20     +32     -2.90675e-18     +43.3015
+39      +21     +32     -1.03076e-19     +47.4818
+39      +22     +32     -2.69235e-18     +52.0869
+39      +23     +32     -1.17095e-18     +57.1548
+39      +24     +32     -1.27402e-17     +62.7105
+39      +25     +32     -1.17260e-17     +68.7519
+39      +26     +32     -9.30161e-18     +75.2267
+39      +27     +32     -4.55185e-18     +82.0003
+39      +28     +32     +5.27751e-19     +88.8136
+39      +29     +32     +1.01922e-17     +95.2413
+39      +30     +32     -1.23032e-17     +100.677
+39      +31     +32     +2.83666e-18     +104.391
+39      +32     +32     +1.01592e-17     +105.725
+39      +33     +32     +2.83666e-18     +104.391
+39      +34     +32     -1.23032e-17     +100.677
+39      +35     +32     +5.54138e-18     +95.2413
+39      +36     +32     -8.18014e-18     +88.8136
+39      +37     +32     -1.02911e-17     +82.0003
+39      +38     +32     -2.86964e-18     +75.2267
+39      +39     +32     -1.45461e-17     +68.7519
+39      +40     +32     -4.27973e-18     +62.7105
+39      +41     +32     -2.30066e-18     +57.1548
+39      +42     +32     -4.58483e-18     +52.0869
+39      +43     +32     +6.63811e-19     +47.4818
+39      +44     +32     -2.34189e-18     +43.3015
+39      +45     +32     +1.82239e-18     +39.5033
+39      +46     +32     +2.41611e-18     +36.0445
+39      +47     +32     -5.00951e-19     +32.8851
+39      +48     +32     +2.53155e-18     +29.9884
+39      +49     +32     +4.44877e-18     +27.3219
+39      +50     +32     +2.41199e-19     +24.8564
+39      +51     +32     +3.38090e-19     +22.5665
+39      +52     +32     +2.37591e-18     +20.4299
+39      +53     +32     +9.06041e-19     +18.4268
+39      +54     +32     -6.50154e-18     +16.5400
+39      +55     +32     +5.66353e-18     +14.7541
+39      +56     +32     -1.74251e-18     +13.0554
+39      +57     +32     +1.84404e-18     +11.4318
+39      +58     +32     +1.03205e-18     +9.87234
+39      +59     +32     +6.10212e-19     +8.36699
+39      +60     +32     +1.03076e-20     +6.90663
+39      +61     +32     -1.42245e-18     +5.48280
+39      +62     +32     +1.30121e-18     +4.08759
+39      +63     +32     -1.23601e-18     +2.71349
+40      +1     +32     -2.09535e-18     +2.64360
+40      +2     +32     +9.47916e-19     +3.98162
+40      +3     +32     -1.26578e-18     +5.33932
+40      +4     +32     -2.88897e-18     +6.72368
+40      +5     +32     +1.21553e-18     +8.14199
+40      +6     +32     +4.70311e-18     +9.60201
+40      +7     +32     +1.20883e-18     +11.1121
+40      +8     +32     -3.94267e-18     +12.6811
+40      +9     +32     +4.56577e-18     +14.3190
+40      +10     +32     +2.27335e-18     +16.0365
+40      +11     +32     +8.92177e-18     +17.8455
+40      +12     +32     +4.30034e-18     +19.7590
+40      +13     +32     +5.40120e-19     +21.7919
+40      +14     +32     -2.80883e-18     +23.9602
+40      +15     +32     +7.80288e-19     +26.2821
+40      +16     +32     +1.58944e-18     +28.7775
+40      +17     +32     -2.28005e-18     +31.4686
+40      +18     +32     -4.06327e-18     +34.3789
+40      +19     +32     -1.16682e-18     +37.5338
+40      +20     +32     -4.37456e-18     +40.9587
+40      +21     +32     +5.97018e-18     +44.6782
+40      +22     +32     -4.53123e-18     +48.7122
+40      +23     +32     -2.35839e-18     +53.0718
+40      +24     +32     +4.18902e-18     +57.7514
+40      +25     +32     +6.43196e-19     +62.7178
+40      +26     +32     -1.56676e-17     +67.8946
+40      +27     +32     -1.83228e-17     +73.1437
+40      +28     +32     +1.28804e-17     +78.2454
+40      +29     +32     -2.98509e-18     +82.8871
+40      +30     +32     +3.03457e-18     +86.6739
+40      +31     +32     +3.72724e-18     +89.1819
+40      +32     +32     +2.14069e-17     +90.0643
+40      +33     +32     +3.72724e-18     +89.1819
+40      +34     +32     +3.03457e-18     +86.6739
+40      +35     +32     -1.45131e-18     +82.8871
+40      +36     +32     +1.93124e-17     +78.2454
+40      +37     +32     -1.29959e-17     +73.1437
+40      +38     +32     -1.03489e-17     +67.8946
+40      +39     +32     -1.45131e-18     +62.7178
+40      +40     +32     -3.54583e-18     +57.7514
+40      +41     +32     -1.22867e-18     +53.0718
+40      +42     +32     -3.40564e-18     +48.7122
+40      +43     +32     +5.40532e-18     +44.6782
+40      +44     +32     -3.40976e-18     +40.9587
+40      +45     +32     +3.18094e-18     +37.5338
+40      +46     +32     -3.85918e-18     +34.3789
+40      +47     +32     -1.51522e-18     +31.4686
+40      +48     +32     +5.42181e-19     +28.7775
+40      +49     +32     +2.49342e-18     +26.2821
+40      +50     +32     -2.80883e-18     +23.9602
+40      +51     +32     +2.57691e-19     +21.7919
+40      +52     +32     +5.62900e-18     +19.7590
+40      +53     +32     +8.25744e-18     +17.8455
+40      +54     +32     +2.65628e-18     +16.0365
+40      +55     +32     +5.41151e-18     +14.3190
