   indexX       indexY         intexZ      phi   
+10      +12     +32     -1.26681e-18     +8.25270
+10      +13     +32     -4.19392e-18     +8.92940
+10      +14     +32     +8.41103e-19     +9.61058
+10      +15     +32     +4.70543e-18     +10.2947
+10      +16     +32     +5.60194e-18     +10.9795
+10      +17     +32     -5.04868e-18     +11.6626
+10      +18     +32     -9.44694e-19     +12.3406
+10      +19     +32     +3.64581e-18     +13.0098
+10      +20     +32     -7.70805e-18     +13.6658
+10      +21     +32     +2.00896e-18     +14.3035
+10      +22     +32     -8.10747e-18     +14.9175
+10      +23     +32     +5.79753e-18     +15.5016
+10      +24     +32     -6.12583e-18     +16.0494
+10      +25     +32     +1.22145e-18     +16.5542
+10      +26     +32     +4.73481e-18     +17.0091
+10      +27     +32     -4.63843e-18     +17.4076
+10      +28     +32     +2.06565e-18     +17.7434
+10      +29     +32     -5.32698e-18     +18.0109
+10      +30     +32     -1.95227e-18     +18.2056
+10      +31     +32     +1.89104e-17     +18.3239
+10      +32     +32     -1.45152e-17     +18.3635
+10      +33     +32     +1.89104e-17     +18.3239
+10      +34     +32     -1.67087e-18     +18.2056
+10      +35     +32     -1.08900e-17     +18.0109
+10      +36     +32     +7.26173e-18     +17.7434
+10      +37     +32     -1.33638e-18     +17.4076
+10      +38     +32     +3.86948e-18     +17.0091
+10      +39     +32     +2.16924e-18     +16.5542
+10      +40     +32     -4.37353e-18     +16.0494
+10      +41     +32     +5.33471e-18     +15.5016
+10      +42     +32     -8.71304e-18     +14.9175
+10      +43     +32     +1.81775e-18     +14.3035
+10      +44     +32     -5.95420e-18     +13.6658
+10      +45     +32     +4.31117e-18     +13.0098
+10      +46     +32     -1.41730e-18     +12.3406
+10      +47     +32     -5.23988e-18     +11.6626
+10      +48     +32     +5.30972e-18     +10.9795
+10      +49     +32     +5.08759e-18     +10.2947
+10      +50     +32     -3.87825e-19     +9.61058
+10      +51     +32     -6.03795e-18     +8.92940
+10      +52     +32     -1.98937e-19     +8.25270
+10      +53     +32     -4.35935e-18     +7.58168
+10      +54     +32     +4.35626e-19     +6.91712
+10      +55     +32     -3.22848e-18     +6.25947
+10      +56     +32     -5.10949e-18     +5.60888
+10      +57     +32     -3.82091e-18     +4.96526
+10      +58     +32     +1.89570e-18     +4.32831
+10      +59     +32     -5.89919e-19     +3.69754
+10      +60     +32     +8.10953e-19     +3.07231
+10      +61     +32     -3.47271e-18     +2.45187
+10      +62     +32     -7.68179e-18     +1.83536
+10      +63     +32     -2.35742e-18     +1.22187
+11      +1     +32     -3.94434e-18     +1.33442
+11      +2     +32     -6.54357e-18     +2.00472
+11      +3     +32     -3.62371e-18     +2.67867
+11      +4     +32     +2.81450e-18     +3.35740
+11      +5     +32     -1.27016e-18     +4.04198
+11      +6     +32     +2.38725e-18     +4.73337
+11      +7     +32     -8.45342e-18     +5.43242
+11      +8     +32     -3.99331e-18     +6.13980
+11      +9     +32     -3.13597e-18     +6.85602
+11      +10     +32     +3.23763e-18     +7.58134
+11      +11     +32     -3.35178e-18     +8.31578
+11      +12     +32     -1.38535e-18     +9.05901
+11      +13     +32     -5.32157e-18     +9.81033
+11      +14     +32     +1.81389e-18     +10.5686
+11      +15     +32     +2.05586e-18     +11.3323
+11      +16     +32     +2.65525e-18     +12.0991
+11      +17     +32     -1.69045e-18     +12.8662
+11      +18     +32     +4.42455e-18     +13.6302
+11      +19     +32     +8.94496e-18     +14.3868
+11      +20     +32     -1.02561e-18     +15.1311
+11      +21     +32     +7.40346e-18     +15.8574
+11      +22     +32     -7.83380e-18     +16.5590
+11      +23     +32     +6.30724e-18     +17.2289
+11      +24     +32     -4.99817e-18     +17.8593
+11      +25     +32     +3.01911e-18     +18.4422
+11      +26     +32     +9.10164e-19     +18.9691
+11      +27     +32     +4.33745e-18     +19.4320
+11      +28     +32     -5.06311e-18     +19.8230
+11      +29     +32     +3.93752e-18     +20.1353
+11      +30     +32     +1.00355e-17     +20.3628
+11      +31     +32     -1.47636e-17     +20.5012
+11      +32     +32     -3.60180e-17     +20.5476
+11      +33     +32     -1.47636e-17     +20.5012
+11      +34     +32     +1.23527e-17     +20.3628
+11      +35     +32     +1.42740e-17     +20.1353
+11      +36     +32     -2.18109e-18     +19.8230
+11      +37     +32     +9.57476e-18     +19.4320
+11      +38     +32     -1.34721e-18     +18.9691
+11      +39     +32     +1.89145e-18     +18.4422
+11      +40     +32     +1.06632e-18     +17.8593
+11      +41     +32     +4.89767e-18     +17.2289
+11      +42     +32     -4.04523e-18     +16.5590
+11      +43     +32     +6.97054e-18     +15.8574
+11      +44     +32     -3.94782e-18     +15.1311
+11      +45     +32     +9.59950e-18     +14.3868
+11      +46     +32     +6.26859e-18     +13.6302
+11      +47     +32     -5.76042e-18     +12.8662
+11      +48     +32     +2.83614e-18     +12.0991
+11      +49     +32     +3.19433e-18     +11.3323
+11      +50     +32     +1.95536e-18     +10.5686
+11      +51     +32     -3.85042e-18     +9.81033
+11      +52     +32     -1.05267e-18     +9.05901
+11      +53     +32     -2.35452e-18     +8.31578
+11      +54     +32     +1.72163e-18     +7.58134
+11      +55     +32     -3.23196e-18     +6.85602
+11      +56     +32     -4.56731e-18     +6.13980
+11      +57     +32     -8.78558e-18     +5.43242
+11      +58     +32     +3.35926e-18     +4.73337
+11      +59     +32     -1.04339e-18     +4.04198
+11      +60     +32     +3.11175e-18     +3.35740
+11      +61     +32     -3.74206e-18     +2.67867
+11      +62     +32     -6.49574e-18     +2.00472
+11      +63     +32     -3.96196e-18     +1.33442
+12      +1     +32     +3.47464e-19     +1.44682
+12      +2     +32     -1.52160e-18     +2.17393
+12      +3     +32     -2.16718e-18     +2.90541
+12      +4     +32     -5.20903e-18     +3.64265
+12      +5     +32     -1.05473e-18     +4.38696
+12      +6     +32     -2.55372e-19     +5.13955
+12      +7     +32     -9.22159e-18     +5.90151
+12      +8     +32     -6.00703e-18     +6.67377
+12      +9     +32     -3.57056e-18     +7.45708
+12      +10     +32     -5.17108e-18     +8.25194
+12      +11     +32     +2.02236e-18     +9.05857
+12      +12     +32     +9.04984e-18     +9.87685
+12      +13     +32     -2.20944e-18     +10.7062
+12      +14     +32     -4.01173e-18     +11.5458
+12      +15     +32     +1.06169e-18     +12.3938
+12      +16     +32     +2.32849e-18     +13.2482
+12      +17     +32     -8.32032e-18     +14.1059
+12      +18     +32     +6.60925e-18     +14.9633
+12      +19     +32     +1.66674e-18     +15.8157
+12      +20     +32     +1.11575e-17     +16.6575
+12      +21     +32     +6.68141e-18     +17.4821
+12      +22     +32     -5.82227e-18     +18.2822
+12      +23     +32     +5.87947e-18     +19.0491
+12      +24     +32     +3.04281e-18     +19.7738
+12      +25     +32     -5.97843e-20     +20.4464
+12      +26     +32     +9.68917e-19     +21.0566
+12      +27     +32     -2.23573e-18     +21.5945
+12      +28     +32     +5.91349e-18     +22.0502
+12      +29     +32     -1.41008e-18     +22.4150
+12      +30     +32     +1.62799e-17     +22.6813
+12      +31     +32     +5.62281e-18     +22.8435
+12      +32     +32     +2.08657e-17     +22.8980
+12      +33     +32     +5.62281e-18     +22.8435
+12      +34     +32     +1.74075e-17     +22.6813
+12      +35     +32     -1.02138e-17     +22.4150
+12      +36     +32     +6.69893e-18     +22.0502
+12      +37     +32     +3.84887e-18     +21.5945
+12      +38     +32     +2.37076e-20     +21.0566
+12      +39     +32     +2.11513e-18     +20.4464
+12      +40     +32     -5.24658e-19     +19.7738
+12      +41     +32     +6.44330e-18     +19.0491
+12      +42     +32     -6.56802e-18     +18.2822
+12      +43     +32     +6.68244e-18     +17.4821
+12      +44     +32     +1.49043e-17     +16.6575
+12      +45     +32     +1.55130e-19     +15.8157
+12      +46     +32     +5.48108e-18     +14.9633
+12      +47     +32     -6.61750e-18     +14.1059
+12      +48     +32     +1.94608e-18     +13.2482
+12      +49     +32     +1.30340e-18     +12.3938
+12      +50     +32     -4.95874e-18     +11.5458
+12      +51     +32     -2.40091e-18     +10.7062
+12      +52     +32     +8.29404e-18     +9.87685
+12      +53     +32     +1.74019e-18     +9.05857
+12      +54     +32     -4.62658e-18     +8.25194
+12      +55     +32     -2.93097e-18     +7.45708
+12      +56     +32     -6.55591e-18     +6.67377
+12      +57     +32     -9.95679e-18     +5.90151
+12      +58     +32     +1.47399e-19     +5.13955
+12      +59     +32     -1.14556e-18     +4.38696
+12      +60     +32     -5.27957e-18     +3.64265
+12      +61     +32     -2.17981e-18     +2.90541
+12      +62     +32     -1.19420e-18     +2.17393
+12      +63     +32     +3.05911e-19     +1.44682
+13      +1     +32     -3.78677e-19     +1.55884
+13      +2     +32     -1.50749e-19     +2.34263
+13      +3     +32     -1.84262e-18     +3.13162
+13      +4     +32     +8.18039e-19     +3.92749
+13      +5     +32     -1.22197e-18     +4.73181
+13      +6     +32     +2.00754e-18     +5.54610
+13      +7     +32     -6.23612e-18     +6.37174
+13      +8     +32     -2.29757e-18     +7.20996
+13      +9     +32     +4.43486e-19     +8.06182
+13      +10     +32     +4.88479e-18     +8.92811
+13      +11     +32     +2.13677e-18     +9.80935
+13      +12     +32     +6.30569e-19     +10.7057
+13      +13     +32     -4.76599e-18     +11.6169
+13      +14     +32     +3.97359e-18     +12.5420
+13      +15     +32     -6.63811e-19     +13.4798
+13      +16     +32     -3.29793e-18     +14.4280
+13      +17     +32     -3.41698e-18     +15.3837
+13      +18     +32     -1.44822e-19     +16.3428
+13      +19     +32     +4.28385e-18     +17.3005
+13      +20     +32     -7.79772e-19     +18.2505
+13      +21     +32     -4.17150e-18     +19.1855
+13      +22     +32     -5.09403e-18     +20.0967
+13      +23     +32     +8.49246e-18     +20.9743
+13      +24     +32     -5.66507e-18     +21.8074
+13      +25     +32     +1.07292e-17     +22.5840
+13      +26     +32     -3.45615e-18     +23.2917
+13      +27     +32     -4.30962e-18     +23.9179
+13      +28     +32     -1.34308e-18     +24.4502
+13      +29     +32     +8.40897e-18     +24.8776
+13      +30     +32     +3.99524e-18     +25.1903
+13      +31     +32     -1.56480e-17     +25.3811
+13      +32     +32     -1.56264e-18     +25.4452
+13      +33     +32     -1.56480e-17     +25.3811
+13      +34     +32     +4.27767e-18     +25.1903
+13      +35     +32     +4.24159e-18     +24.8776
+13      +36     +32     +1.00427e-17     +24.4502
+13      +37     +32     -1.83064e-18     +23.9179
+13      +38     +32     -1.64201e-18     +23.2917
+13      +39     +32     +9.31913e-18     +22.5840
+13      +40     +32     -3.45306e-19     +21.8074
+13      +41     +32     +7.36480e-18     +20.9743
+13      +42     +32     -2.17182e-18     +20.0967
+13      +43     +32     -6.62987e-18     +19.1855
+13      +44     +32     +4.68997e-19     +18.2505
+13      +45     +32     +5.99646e-18     +17.3005
+13      +46     +32     -3.25721e-19     +16.3428
+13      +47     +32     -2.36972e-18     +15.3837
+13      +48     +32     -3.53913e-18     +14.4280
+13      +49     +32     +1.54614e-21     +13.4798
+13      +50     +32     +4.16531e-18     +12.5420
+13      +51     +32     -5.18886e-18     +11.6169
+13      +52     +32     +2.85650e-18     +10.7057
+13      +53     +32     +1.09957e-18     +9.80935
+13      +54     +32     +5.21721e-18     +8.92811
+13      +55     +32     +1.17894e-18     +8.06182
+13      +56     +32     -3.48630e-18     +7.20996
+13      +57     +32     -6.61389e-18     +6.37174
+13      +58     +32     +2.64726e-18     +5.54610
+13      +59     +32     -3.45434e-19     +4.73181
+13      +60     +32     +7.62894e-19     +3.92749
+13      +61     +32     -1.57069e-18     +3.13162
+13      +62     +32     -1.07908e-19     +2.34263
+13      +63     +32     -2.62845e-19     +1.55884
+14      +1     +32     +7.73878e-19     +1.67017
+14      +2     +32     +4.20674e-18     +2.51040
+14      +3     +32     -4.11648e-18     +3.35675
+14      +4     +32     -4.46501e-18     +4.21121
+14      +5     +32     +1.14891e-18     +5.07571
+14      +6     +32     +1.97443e-18     +5.95208
+14      +7     +32     -6.82352e-18     +6.84207
+14      +8     +32     -1.34025e-18     +7.74726
+14      +9     +32     -8.74087e-19     +8.66907
+14      +10     +32     -1.31896e-17     +9.60869
+14      +11     +32     -1.25418e-18     +10.5670
+14      +12     +32     -1.87470e-18     +11.5445
+14      +13     +32     -3.09229e-18     +12.5413
+14      +14     +32     +4.58174e-19     +13.5570
+14      +15     +32     -2.84439e-18     +14.5903
+14      +16     +32     -1.52038e-19     +15.6392
+14      +17     +32     -1.38638e-19     +16.7010
+14      +18     +32     +5.31410e-18     +17.7714
+14      +19     +32     +9.37994e-20     +18.8453
+14      +20     +32     +2.99952e-19     +19.9160
+14      +21     +32     +5.22597e-19     +20.9751
+14      +22     +32     -1.67911e-18     +22.0128
+14      +23     +32     +3.39018e-18     +23.0176
+14      +24     +32     -1.09261e-18     +23.9764
+14      +25     +32     +2.56866e-18     +24.8749
+14      +26     +32     -3.16960e-18     +25.6976
+14      +27     +32     -4.35497e-18     +26.4289
+14      +28     +32     +4.01585e-18     +27.0532
+14      +29     +32     +1.41338e-17     +27.5561
+14      +30     +32     +8.33887e-18     +27.9251
+14      +31     +32     -1.29464e-18     +28.1506
+14      +32     +32     -3.76332e-17     +28.2264
+14      +33     +32     -1.57501e-18     +28.1506
+14      +34     +32     +1.02334e-17     +27.9251
+14      +35     +32     +1.04272e-17     +27.5561
+14      +36     +32     +7.07928e-18     +27.0532
+14      +37     +32     -1.15291e-17     +26.4289
+14      +38     +32     +1.84507e-18     +25.6976
+14      +39     +32     +1.82445e-18     +24.8749
+14      +40     +32     +1.64922e-20     +23.9764
+14      +41     +32     +2.16151e-18     +23.0176
+14      +42     +32     -2.80780e-18     +22.0128
+14      +43     +32     +9.07072e-19     +20.9751
+14      +44     +32     +3.24072e-18     +19.9160
+14      +45     +32     +8.58626e-19     +18.8453
+14      +46     +32     +3.98441e-18     +17.7714
+14      +47     +32     +1.37246e-18     +16.7010
+14      +48     +32     -2.61917e-18     +15.6392
+14      +49     +32     -6.18458e-19     +14.5903
+14      +50     +32     +5.58674e-19     +13.5570
+14      +51     +32     -3.13249e-18     +12.5413
+14      +52     +32     -3.54067e-19     +11.5445
+14      +53     +32     +7.62765e-20     +10.5670
+14      +54     +32     -1.26658e-17     +9.60869
+14      +55     +32     -1.41781e-18     +8.66907
+14      +56     +32     -1.51161e-18     +7.74726
+14      +57     +32     -6.94425e-18     +6.84207
+14      +58     +32     +1.26423e-18     +5.95208
+14      +59     +32     +1.19891e-18     +5.07571
+14      +60     +32     -4.37933e-18     +4.21121
+14      +61     +32     -3.52469e-18     +3.35675
+14      +62     +32     +3.93990e-18     +2.51040
+14      +63     +32     +5.98873e-19     +1.67017
+15      +1     +32     +3.06085e-18     +1.78048
+15      +2     +32     +4.93929e-19     +2.67671
+15      +3     +32     -1.57855e-18     +3.58009
+15      +4     +32     +8.24997e-19     +4.49297
+15      +5     +32     +4.64101e-19     +5.41764
+15      +6     +32     +2.10997e-18     +6.35632
+15      +7     +32     -4.67425e-18     +7.31117
+15      +8     +32     -9.28357e-18     +8.28420
+15      +9     +32     -1.62474e-18     +9.27728
+15      +10     +32     -1.72704e-18     +10.2920
+15      +11     +32     +5.76197e-19     +11.3299
+15      +12     +32     -5.92637e-18     +12.3918
+15      +13     +32     -2.64082e-18     +13.4783
