  position(cm)    EK(MeV)  xrms size(cm)   yrms size(cm)   zrms size(cm)   zrms size(deg)   pxrms(mrad)   pyrms(mrad)   pzrms(mrad)   Nemitx(cm*mrad)  Nemity(cm*mrad)  Nemitz(cm*rad)  Nemitz(KeV*ns)    betax(cm/rad)  betay(cm*rad)  betaz(cm*rad)  alphax         alphay         alphaz         transm         MBtransm     
        320.864        2.26732      0.0503901      0.0634519       0.120187        6.75931        9.83784        9.37047        1.73891        0.20826        0.21573       0.144288        36.7531        8.48589        12.9895        69.6785        1.32089         -1.637      -0.127769           9860           8140
        320.992        2.26839      0.0494666      0.0643865       0.120218        6.75946        9.37514        8.76021        1.74156       0.208258       0.215734       0.144296        36.7639        8.17928        13.3771        69.7232         1.1845       -1.52071      -0.142171           9860           8140
         321.12        2.26972      0.0486413       0.065217       0.120252         6.7594        8.86962        8.05488        1.74426       0.208255       0.215738       0.144313        36.7788        7.91063        13.7275        69.7715        1.03959       -1.36917      -0.155614           9860           8140
        321.249        2.27128      0.0479244      0.0659275       0.120289        6.75914        8.34516        7.28304        1.74667       0.208254       0.215741       0.144337        36.7975         7.6815        14.0322         69.823       0.888343       -1.18446      -0.167168           9860           8140
        321.377        2.27302      0.0473244      0.0665039       0.120327        6.75871        7.82912        6.48652        1.74846       0.208254       0.215744       0.144368        36.8197        7.49294        14.2834        69.8767        0.73253      -0.969978      -0.176023           9860           8140
        321.505        2.27491      0.0468481      0.0669344       0.120367        6.75815        7.35233        5.72627        1.74933       0.208258       0.215748       0.144406        36.8446        7.34564        14.4744        69.9319       0.573584      -0.730312      -0.181535           9860           8140
        321.633        2.27687      0.0465008      0.0672101       0.120407        6.75749        6.94809        5.08888        1.74906       0.208265       0.215754       0.144448        36.8714        7.23995        14.5996        69.9874       0.412625      -0.471131      -0.183272           9860           8140
        321.762        2.27885      0.0462859      0.0673248       0.120446        6.75678        6.64941        4.68389        1.74758       0.208276       0.215763       0.144495        36.8992        7.17603        14.6554        70.0421        0.25052      -0.198954      -0.181038           9860           8140
         321.89        2.28077      0.0462056      0.0672755       0.120484        6.75608        6.48381        4.60977        1.74496       0.208291       0.215775       0.144542        36.9269        7.15382        14.6397        70.0951      0.0879692      0.0791337      -0.174887           9860           8140
        322.018        2.28258      0.0462598      0.0670622        0.12052        6.75543        6.46688        4.89133        1.74141        0.20831        0.21579       0.144588        36.9534        7.17313        14.5524        70.1455     -0.0744194       0.355802       -0.16512           9860           8140
        322.147        2.28422      0.0464473      0.0666881       0.120554        6.75488        6.59749        5.46013        1.73727       0.208333       0.215809       0.144631        36.9777        7.23361        14.3952        70.1924      -0.236038       0.623816      -0.152265           9860           8140
        322.275        2.28564      0.0467649      0.0661593       0.120583        6.75445        6.85797        6.20738        1.73289        0.20836       0.215831        0.14467        36.9991        7.33474        14.1718        70.2354      -0.396193       0.876369      -0.137046           9860           8140
        322.404        2.28682      0.0472078      0.0654849        0.12061        6.75419        7.21909        7.03572        1.72866       0.208388       0.215856       0.144702        37.0168        7.47582        13.8875         70.274      -0.554022        1.10738      -0.120335           9860           8140
        322.533        2.28773      0.0477696      0.0646766       0.120632         6.7541        7.64667         7.8737        1.72485       0.208419       0.215883       0.144726        37.0304        7.65586        13.5489        70.3082      -0.708424        1.31174        -0.1031           9860           8140
        322.661        2.28839      0.0484422      0.0637481       0.120651        6.75419        8.10671        8.67173        1.72168        0.20845        0.21591       0.144742        37.0398        7.87357         13.164        70.3381      -0.857989        1.48548     -0.0863414           9860           8140
         322.79        2.28879      0.0492158      0.0627152       0.120666        6.75445        8.56813        9.39546         1.7192        0.20848       0.215936        0.14475        37.0451        8.12724        12.7415         70.364       -1.00096        1.62591     -0.0710312           9860           8140
        322.919        2.28899      0.0500792      0.0615953       0.120679        6.75486        9.00369        10.0212        1.71739        0.20851       0.215962       0.144749        37.0466        8.41464        12.2904        70.3867       -1.13523        1.73156     -0.0580602           9860           8140
        323.047        2.28902      0.0510194      0.0604067       0.120689        6.75539        9.38992         10.533        1.71615       0.208537       0.215984       0.144742         37.045        8.73299        11.8202        70.4068        -1.2583        1.80222      -0.048193           9860           8140
        323.176        2.28895      0.0520222      0.0591685       0.120698          6.756         9.7069        10.9211        1.71536       0.208562       0.216004        0.14473        37.0414        9.07883        11.3399        70.4249       -1.36738        1.83874      -0.041963           9860           8140
        323.304        2.28883       0.053072      0.0579002       0.120706        6.75665        9.93794        11.1806         1.7149       0.208583       0.216018       0.144716        37.0366        9.44798        10.8582         70.442       -1.45944        1.84289     -0.0396364           9860           8140
        323.433        2.28873       0.054152      0.0566209       0.120715        6.75729        10.0695         11.311        1.71472         0.2086       0.216029         0.1447        37.0318         9.8355         10.383        70.4591       -1.53129        1.81721      -0.041259           9860           8140
        323.562        2.28872      0.0552445      0.0553497       0.120725        6.75787        10.0911        11.3156        1.71483       0.208613       0.216035       0.144685        37.0279        10.2356        9.92163        70.4773       -1.57977        1.76472     -0.0466463           9860           8140
         323.69        2.28885      0.0563313      0.0541047       0.120737        6.75834        9.99584        11.2009        1.71527       0.208621       0.216037       0.144673        37.0258        10.6419        9.48029        70.4975       -1.60188        1.68878     -0.0553812           9860           8140
        323.819        2.28917      0.0573935      0.0529033       0.120751        6.75867        9.78037        10.9767        1.71611       0.208625       0.216035       0.144665        37.0265        11.0473        9.06432        70.5205       -1.59499        1.59283     -0.0668367           9860           8140
        323.948        2.28973      0.0584125      0.0517614       0.120769        6.75882        9.44557        10.6553         1.7174       0.208624       0.216031       0.144664        37.0307        11.4439        8.67809        70.5468       -1.55707         1.4803     -0.0802146           9860           8140
        324.076        2.29054      0.0593698      0.0506939       0.120789        6.75877        8.99713        10.2516         1.7191        0.20862       0.216024        0.14467        37.0388        11.8238        8.32513        70.5767       -1.48683        1.35439     -0.0945953           9860           8140
        324.205        2.29162      0.0602477      0.0497141       0.120813        6.75852        8.44636        9.78338        1.72112       0.208612       0.216017       0.144684        37.0511        12.1788        8.00814        70.6103        -1.3839        1.21803      -0.108996           9860           8140
        324.334        2.29295      0.0610296      0.0488336        0.12084        6.75805        7.81147        9.27076        1.72324       0.208602        0.21601       0.144707        37.0676        12.5005        7.72911        70.6472         -1.249        1.07379      -0.122431           9860           8140
        324.462         2.2945      0.0617005      0.0480628       0.120869        6.75739        7.11945        8.73689        1.72519       0.208589       0.216004       0.144737        37.0882        12.7814        7.48944         70.687         -1.084       0.923856      -0.133975           9860           8140
        324.591        2.29625      0.0622471        0.04741         0.1209        6.75657         6.4091        8.20797        1.72669       0.208576          0.216       0.144776        37.1122        13.0142        7.29004        70.7289       -0.89192       0.770006      -0.142821           9860           8140
         324.72        2.29814      0.0626585      0.0468822       0.120932        6.75561         5.7352        7.71319        1.72745       0.208563       0.215999       0.144822        37.1391        13.1927        7.13144        70.7719      -0.676876       0.613671      -0.148332           9860           8140
        324.849         2.3001      0.0629261      0.0464846       0.120965        6.75456        5.17196        7.28396         1.7273       0.208552       0.216001       0.144872         37.168         13.312        7.01385        70.8152      -0.443971       0.455959      -0.150078           9860           8140
        324.978        2.30207      0.0630442      0.0462205       0.120997        6.75347        4.80842        6.95168        1.72617       0.208542       0.216007       0.144927        37.1979        13.3685        6.93725        70.8576      -0.199078       0.297725      -0.147869           9860           8140
        325.107        2.30399      0.0630098      0.0460919       0.121028        6.75238        4.72242        6.74337        1.72413       0.208536       0.216017       0.144982        37.2277        13.3603        6.90147        70.8981      0.0514054       0.139639      -0.141761           9860           8140
        325.236         2.3058      0.0628231       0.046099       0.121056        6.75135        4.93742         6.6761        1.72138       0.208532       0.216031       0.145037        37.2564        13.2872        6.90616        70.9358        0.30085      -0.017722      -0.132059           9860           8140
        325.365        2.30743      0.0624868      0.0462401       0.121082        6.75041         5.4062        6.75216         1.7182       0.208533       0.216047       0.145089         37.283        13.1508        6.95086          70.97       0.542701        -0.1738      -0.119291           9860           8140
        325.495        2.30885      0.0620069      0.0465123       0.121105         6.7496        6.04348        6.95809        1.71493       0.208536       0.216066       0.145136        37.3066        12.9542        7.03495        71.0001       0.770779      -0.327963       -0.10418           9860           8140
        325.624        2.31002      0.0613917      0.0469105       0.121124        6.74896        6.76557        7.26823        1.71188       0.208543       0.216086       0.145177        37.3266        12.7022        7.15761        71.0258       0.979549      -0.479431     -0.0875976           9860           8140
        325.753        2.31093      0.0606521      0.0474283       0.121139        6.74848        7.50676        7.65053        1.70929       0.208552       0.216108       0.145211        37.3426        12.4009        7.31781         71.047        1.16435      -0.627202     -0.0705076           9860           8140
        325.882        2.31158      0.0598011      0.0480576       0.121151        6.74819        8.21947        8.07181        1.70729       0.208562       0.216129       0.145237        37.3545        12.0574        7.51422        71.0637        1.32155      -0.769995     -0.0539058           9860           8140
        326.012        2.31198      0.0588535      0.0487885       0.121159        6.74806        8.86998        8.50099        1.70591       0.208573       0.216148       0.145255        37.3624        11.6797        7.74512        71.0762        1.44864      -0.906205     -0.0387582           9860           8140
        326.141        2.31218      0.0578255      0.0496099       0.121164        6.74808        9.43479        8.91042        1.70506       0.208583       0.216165       0.145265        37.3665        11.2759        8.00834        71.0855        1.54427       -1.03389     -0.0259494           9860           8140
         326.27        2.31221      0.0567345      0.0505088       0.121168        6.74823        9.89796        9.27617         1.7046       0.208592       0.216179       0.145268        37.3677        10.8547        8.30117         71.092        1.60815       -1.15076     -0.0162377           9860           8140
        326.399        2.31213      0.0555984       0.051471        0.12117        6.74845        10.2496        9.57791        1.70439       0.208597       0.216189       0.145268        37.3669        10.4243        8.62029        71.0965        1.64102       -1.25424     -0.0101486           9860           8140
        326.529        2.31201      0.0544354       0.052481       0.121171        6.74871        10.4845        9.79869         1.7043         0.2086       0.216193       0.145265        37.3651        9.99259        8.96171        71.0997        1.64444       -1.34153    -0.00794298           9860           8140
        326.658        2.31191      0.0532639      0.0535221       0.121173        6.74897        10.6021        9.92477        1.70427       0.208599       0.216193       0.145261        37.3633        9.56702        9.32071         71.103        1.62062        -1.4097    -0.00966278           9860           8140
        326.787        2.31189      0.0521015      0.0545769       0.121176        6.74916        10.6053        9.94574        1.70432       0.208594       0.216187       0.145258        37.3624        9.15415        9.69187        71.1074        1.57226       -1.45582     -0.0151201           9860           8140
        326.917        2.31202      0.0509657      0.0556271       0.121181        6.74924        10.5002        9.85461        1.70453       0.208586       0.216175       0.145257        37.3634        8.75976        10.0691        71.1139        1.50234       -1.47712     -0.0238963           9860           8140
        327.046        2.31235      0.0498727      0.0566542       0.121189        6.74919         10.296        9.64823        1.70499       0.208575       0.216158       0.145261        37.3671        8.38881        10.4455        71.1233        1.41395       -1.47119     -0.0353647           9860           8140
        327.175        2.31291      0.0488378      0.0576397       0.121199        6.74896        10.0047        9.32768        1.70579       0.208562       0.216136       0.145271        37.3741        8.04541         10.814        71.1362        1.31011       -1.43614     -0.0487292           9860           8140
        327.304        2.31373      0.0478751      0.0585654       0.121213        6.74853        9.64094        8.89893        1.70694       0.208547        0.21611       0.145288         37.385        7.73287        11.1669        71.1529        1.19371       -1.37081     -0.0630746           9860           8140
        327.434         2.3148      0.0469973      0.0594137        0.12123         6.7479        9.22192        8.37365        1.70839       0.208532        0.21608       0.145312           37.4        7.45377        11.4964        71.1736        1.06733       -1.27488     -0.0774236           9860           8140
        327.563        2.31613      0.0462155      0.0601683       0.121249        6.74706        8.76762        7.77049           1.71       0.208517       0.216048       0.145344         37.419        7.21009        11.7949        71.1979       0.933264       -1.14905     -0.0907985           9860           8140
        327.693        2.31769      0.0455397      0.0608144       0.121271        6.74603        8.30085         7.1169        1.71153       0.208504       0.216014       0.145384        37.4419        7.00326        12.0549        71.2254       0.793437      -0.995094      -0.102282           9860           8140
        327.822        2.31944       0.044978      0.0613389       0.121296        6.74484         7.8473        6.45183        1.71274       0.208493        0.21598       0.145431        37.4681        6.83426        12.2699        71.2552       0.649425      -0.815859      -0.111076           9860           8140
        327.952        2.32132       0.044537       0.061731       0.121321        6.74352        7.43514        5.82902         1.7134       0.208485       0.215947       0.145484         37.497        6.70375         12.434        71.2865       0.502479      -0.615225       -0.11655           9860           8140
        328.081        2.32329      0.0442218      0.0619824       0.121347        6.74212        7.09372        5.31874        1.71335       0.208481       0.215915       0.145542        37.5278         6.6121        12.5426        71.3181       0.353563      -0.397978      -0.118284           9860           8140
        328.211        2.32526      0.0440359      0.0620874       0.121372        6.74067        6.85077        5.00103        1.71253        0.20848       0.215886       0.145603        37.5595        6.55951        12.5923        71.3489       0.203418      -0.169625      -0.116091           9860           8140
        328.341        2.32718      0.0439811      0.0620431       0.121396        6.73923        6.72807        4.94139        1.71101       0.208482        0.21586       0.145666        37.5912          6.546        12.5814        71.3778      0.0526296      0.0638403      -0.110033           9860           8140
         328.47        2.32898      0.0440577      0.0618496       0.121418        6.73784        6.73671        5.15649        1.70899       0.208489       0.215838       0.145728        37.6217        6.57146        12.5097        71.4038     -0.0982936       0.296215      -0.100414           9860           8140
          328.6        2.33061      0.0442643      0.0615098       0.121437        6.73655         6.8741        5.60381        1.70671       0.208498       0.215819       0.145787        37.6503        6.63566        12.3787        71.4261      -0.248839        0.52137      -0.087764           9860           8140
         328.73        2.33202      0.0445981      0.0610294       0.121452        6.73539        7.12461        6.20826        1.70446       0.208509       0.215804       0.145843         37.676        6.73824        12.1915        71.4441      -0.398411        0.73353     -0.0728028           9860           8140
         328.86        2.33319      0.0450543      0.0604168       0.121465        6.73438        7.46339        6.89431        1.70252       0.208521       0.215792       0.145892        37.6983        6.87864        11.9525        71.4573      -0.546247       0.927529     -0.0563963           9860           8140
         328.99        2.33409      0.0456269      0.0596828       0.121473        6.73355        7.86124         7.6007        1.70107       0.208534       0.215783       0.145936        37.7168        7.05607        11.6676        71.4655      -0.691355        1.09902     -0.0395014           9860           8140
         329.12        2.33473       0.046308      0.0588401       0.121478         6.7329        8.28857        8.28183        1.70018       0.208547       0.215775       0.145972        37.7314        7.26945        11.3433         71.469       -0.83245        1.24462     -0.0231059           9860           8140
         329.25        2.33513      0.0470882      0.0579034       0.121479        6.73242        8.71765        8.90484        1.69983       0.208557       0.215768       0.146001        37.7421        7.51731        10.9871         71.468      -0.967916        1.36199    -0.00816571           9860           8140
        329.379        2.33532      0.0479567      0.0568887       0.121478        6.73208         9.1236        9.44649        1.69988       0.208565       0.215761       0.146023        37.7493        7.79771        10.6069        71.4635       -1.09578        1.44988      0.0044443           9860           8140
        329.509        2.33535      0.0489011      0.0558131       0.121475        6.73186        9.48456        9.89097        1.70016       0.208568       0.215754       0.146039        37.7536        8.10817        10.2105        71.4561       -1.21372        1.50804      0.0139748           9860           8140
        329.639        2.33527      0.0499075      0.0546943        0.12147        6.73172        9.78166        10.2284        1.70049       0.208568       0.215744       0.146051         37.756        8.44557        9.80593        71.4466       -1.31909        1.53715       0.019911           9860           8140
        329.769        2.33514      0.0509609      0.0535504       0.121465        6.73162        9.99889        10.4536        1.70075       0.208562       0.215733        0.14606        37.7574        8.80609        9.40051         71.436       -1.40903        1.53868      0.0219987           9860           8140
        329.899        2.33504      0.0520451      0.0523993       0.121461        6.73151        10.1231         10.566        1.70087        0.20855        0.21572       0.146068        37.7587        9.18517        9.00117        71.4257       -1.48048        1.51471      0.0202001           9860           8140
        330.029        2.33503       0.053143      0.0512587       0.121457        6.73134         10.144        10.5684        1.70087       0.208532       0.215704       0.146076        37.7608         9.5775        8.61413        71.4168       -1.53042        1.46776      0.0147055           9860           8140
        330.159        2.33516      0.0542368      0.0501458       0.121456        6.73106        10.0546         10.467        1.70084       0.208509       0.215686       0.146087        37.7645        9.97702        8.24485        71.4105       -1.55592        1.40061     0.00593307           9860           8140
        330.289        2.33549      0.0553085      0.0490765       0.121457        6.73065        9.85128         10.271        1.70092        0.20848       0.215667         0.1461        37.7707         10.377          7.898        71.4076       -1.55442        1.31614    -0.00549392           9860           8140
        330.419        2.33605      0.0563398      0.0480662       0.121461        6.73006        9.53451        9.99244        1.70122       0.208446       0.215646       0.146118        37.7799        10.7702        7.57746        71.4088       -1.52384        1.21716     -0.0187859           9860           8140
        330.549        2.33687      0.0573129      0.0471287       0.121468        6.72928        9.10916         9.6459        1.70181       0.208409       0.215625       0.146142        37.7926        11.1488        7.28637        71.4146       -1.46283        1.10635     -0.0330364           9860           8140
        330.679        2.33795      0.0582104      0.0462765       0.121478        6.72829        8.58532        9.24867        1.70267       0.208368       0.215605       0.146172         37.809        11.5051        7.02722         71.425       -1.37089       0.986122     -0.0472789           9860           8140
        330.809        2.33928      0.0590163       0.045521       0.121491        6.72711        7.97932        8.82071        1.70372       0.208325       0.215585       0.146208        37.8292        11.8311        6.80187        71.4397       -1.24852       0.858578     -0.0605472           9860           8140
        330.939        2.34084      0.0597158      0.0448719       0.121507        6.72574        7.31528        8.38467        1.70478       0.208281       0.215568        0.14625        37.8528        12.1193        6.61172        71.4582       -1.09733       0.725494     -0.0719361           9860           8140
        331.069        2.34259       0.060296      0.0443372       0.121524        6.72421        6.62733        7.96578        1.70564       0.208238       0.215553       0.146299        37.8794        12.3628        6.45775        71.4796      -0.920013       0.588315     -0.0806583           9860           8140
        331.199        2.34447      0.0607461      0.0439237       0.121543        6.72255        5.96276        7.59125        1.70612       0.208195       0.215541       0.146352        37.9086        12.5554        6.34063        71.5029      -0.720321       0.448179     -0.0860937           9860           8140
        331.329        2.34643      0.0610577      0.0436364       0.121562        6.72081        5.38484        7.28871        1.70607       0.208155       0.215533        0.14641        37.9393        12.6922         6.2608        71.5269      -0.502962       0.305955     -0.0878286           9860           8140
         331.46         2.3484      0.0612251      0.0434789       0.121581        6.71903        4.97052        7.08337        1.70546       0.208118       0.215528        0.14647        37.9709        12.7697        6.21848        71.5502        -0.2734       0.162305     -0.0856821           9860           8140
         331.59        2.35032      0.0612451       0.043453       0.121598        6.71726         4.7935        6.99408        1.70435       0.208084       0.215527       0.146531        38.0024        12.7857         6.2138        71.5718      -0.037633      0.0177476     -0.0797176           9860           8140
         331.72        2.35212      0.0611179      0.0435589       0.121613        6.71554        4.89056        7.02931        1.70292       0.208053       0.215529       0.146592        38.0328        12.7399        6.24674        71.5904       0.198087      -0.127265     -0.0702387           9860           8140
        331.851        2.35374      0.0608459      0.0437955       0.121626        6.71392        5.23795        7.18516        1.70139       0.208026       0.215535       0.146651        38.0612        12.6335        6.31716        71.6051       0.427537       -0.27227     -0.0577707           9860           8140
        331.981        2.35515      0.0604347      0.0441598       0.121635        6.71243        5.76692        7.44623        1.70002       0.208003       0.215542       0.146707         38.087        12.4693        6.42481        71.6152       0.644814      -0.416717     -0.0430268           9860           8140
        332.112        2.35631      0.0598924      0.0446472       0.121641         6.7111        6.39881        7.78913        1.69903       0.207983       0.215551       0.146757        38.1095        12.2516        6.56926        71.6202        0.84459      -0.559889      -0.026864           9860           8140
        332.242        2.35721      0.0592294      0.0452516       0.121643        6.70994         7.0668        8.18661        1.69854       0.207965        0.21556       0.146802        38.1283        11.9861        6.74985        71.6199        1.02233      -0.700839     -0.0102283           9860           8140
        332.373        2.35785      0.0584583      0.0459653       0.121641        6.70895        7.72063        8.61094        1.69858       0.207949       0.215568        0.14684        38.1435        11.6794        6.96564        71.6146        1.17445      -0.838329     0.00590472           9860           8140
        332.503        2.35824      0.0575935      0.0467789       0.121636        6.70813        8.32421        9.03584        1.69909       0.207934       0.215575       0.146872         38.155         11.339         7.2153        71.6045        1.29842       -0.97079      0.0205915           9860           8140
        332.634        2.35842      0.0566507      0.0476815       0.121629        6.70746        8.85218        9.43745        1.69987       0.207919       0.215579       0.146898         38.163        10.9727        7.49706        71.5907        1.39276        -1.0963      0.0329699           9860           8140
        332.765        2.35845      0.0556468      0.0486608       0.121619         6.7069         9.2873        9.79458        1.70073       0.207905        0.21558       0.146917        38.1683        10.5886        7.80859         71.574        1.45706       -1.21258      0.0423013           9860           8140
        332.895        2.35836      0.0545993       0.049703       0.121609        6.70643        9.61865        10.0887        1.70147       0.207889       0.215577       0.146933        38.1717        10.1947        8.14693        71.5551        1.49182       -1.31704       0.048082           9860           8140
        333.026        2.35824      0.0535261       0.050793       0.121597        6.70598        9.84044         10.304        1.70195       0.207873       0.215569       0.146946         38.174        9.79858        8.50844        71.5355        1.49836       -1.40684      0.0500637           9860           8140
        333.156        2.35813       0.052445      0.0519146       0.121587        6.70553        9.95127        10.4272         1.7021       0.207855       0.215558       0.146957         38.176        9.40744        8.88872        71.5164        1.47863       -1.47898      0.0482117           9860           8140
        333.287        2.35812      0.0513736      0.0530507       0.121577        6.70502        9.95356        10.4481        1.70195       0.207836       0.215542       0.146967        38.1787        9.02773        9.28263        71.4991        1.43506       -1.53043      0.0427166           9860           8140
        333.417        2.35825      0.0503289      0.0541836       0.121569         6.7044        9.85314        10.3594        1.70161       0.207816       0.215522       0.146979        38.1827         8.6652        9.68427         71.485        1.37035       -1.55828      0.0339938           9860           8140
        333.548        2.35858      0.0493271       0.055295       0.121564        6.70365        9.65894        10.1574        1.70123       0.207795       0.215499       0.146992        38.1889        8.32479        10.0871        71.4749        1.28735       -1.55993      0.0226604           9860           8140
        333.678        2.35915      0.0483832      0.0563667       0.121562        6.70272        9.38283        9.84198        1.70096       0.207774       0.215474       0.147009        38.1978        8.01068        10.4839        71.4696        1.18884       -1.53328     0.00949674           9860           8140
        333.809        2.35997      0.0475112      0.0573806       0.121562        6.70161        9.03957        9.41768        1.70092       0.207753       0.215447        0.14703        38.2099         7.7263        10.8672        71.4695        1.07748       -1.47689    -0.00460215           9860           8140
         333.94        2.36105      0.0467238      0.0583194       0.121566         6.7003         8.6468        8.89398        1.70113       0.207733        0.21542       0.147055        38.2253        7.47439        11.2291        71.4747       0.955675       -1.39019     -0.0186829           9860           8140
         334.07        2.36238      0.0460322      0.0591669       0.121573        6.69879        8.22528        8.28634        1.70155       0.207715       0.215395       0.147086         38.244        7.25712         11.562        71.4847       0.825553       -1.27358     -0.0317932           9860           8140
        334.201        2.36394      0.0454462      0.0599082       0.121582        6.69709        7.79894        7.61754        1.70205       0.207698       0.215371       0.147121        38.2659        7.07615        11.8583        71.4992       0.688903        -1.1285     -0.0430415           9860           8140
        334.332        2.36569       0.044974      0.0605302       0.121594        6.69524        7.39493        6.91966        1.70248       0.207684        0.21535       0.147162        38.2907         6.9327        12.1111        71.5169       0.547192      -0.957524     -0.0516528           9860           8140
        334.463        2.36758      0.0446225       0.061022       0.121606        6.69327        7.04281        6.23681        1.70267       0.207673       0.215333       0.147207        38.3176         6.8277        12.3143        71.5368       0.401584      -0.764239     -0.0570171           9860           8140
        334.594        2.36954      0.0443967      0.0613749       0.121619        6.69122        6.77266        5.62782        1.70252       0.207666       0.215319       0.147255        38.3461        6.76181        12.4631        71.5576       0.252981      -0.553184     -0.0587284           9860           8140
        334.724        2.37151      0.0443003      0.0615832       0.121631        6.68913        6.61134        5.16527        1.70201       0.207662        0.21531       0.147307        38.3754        6.73549        12.5537        71.5778       0.102084       -0.32966     -0.0566104           9860           8140
        334.855        2.37342      0.0443353      0.0616436       0.121642        6.68705         6.5775        4.92274        1.70119       0.207661       0.215305       0.147359        38.4046        6.74905         12.584        71.5961     -0.0505417     -0.0995041     -0.0507275           9860           8140
        334.986        2.37521       0.044502       0.061556       0.121651        6.68502        6.67708        4.94543        1.70023       0.207663       0.215303       0.147411        38.4327        6.80267        12.5537        71.6112      -0.204384       0.131174     -0.0413809           9860           8140
        335.118        2.37683      0.0447991      0.0613229       0.121657        6.68309        6.90174        5.22309        1.69932       0.207667       0.215304       0.147462        38.4592         6.8964        12.4636        71.6221      -0.358906       0.356275     -0.0290905           9860           8140
        335.249        2.37824      0.0452239      0.0609497        0.12166        6.68129        7.23132        5.69601        1.69868       0.207674       0.215307       0.147511        38.4831        7.03011        12.3166         71.628      -0.513457       0.569992     -0.0145613           9860           8140
         335.38        2.37939      0.0457718      0.0604445        0.12166        6.67965        7.63858        6.28704        1.69849       0.207681       0.215312       0.147555        38.5041        7.20349        12.1168        71.6282      -0.667199        0.76706     0.00136073           9860           8140
        335.511        2.38029      0.0464368      0.0598177       0.121656        6.67817         8.0939         6.9268        1.69883       0.207689       0.215318       0.147595        38.5217        7.41597        11.8696        71.6228      -0.819031       0.942974      0.0177419           9860           8140
        335.642        2.38092      0.0472109      0.0590819       0.121648        6.67687        8.56846        7.56172        1.69968       0.207695       0.215324       0.147629        38.5358        7.66661        11.5815        71.6117      -0.967524        1.09414      0.0336203           9860           8140
        335.773        2.38131      0.0480847      0.0582515       0.121637        6.67573        9.03578        8.15295        1.70091         0.2077       0.215328       0.147659        38.5466        7.95407        11.2597        71.5956       -1.11088        1.21799      0.0480662           9860           8140
        335.904        2.38148      0.0490474      0.0573424       0.121624        6.67474        9.47219        8.67311        1.70232       0.207703       0.215332       0.147682        38.5542        8.27647        10.9119        71.5752       -1.24692        1.31299      0.0602308           9860           8140
        336.036         2.3815      0.0500863      0.0563716       0.121608        6.67386        9.85682        9.10354        1.70367       0.207702       0.215333       0.147701        38.5593         8.6313         10.546        71.5517       -1.37306         1.3786      0.0693872           9860           8140
        336.167        2.38142      0.0511874      0.0553567       0.121591        6.67305        10.1715         9.4323        1.70474       0.207697       0.215332       0.147716        38.5625        9.01534        10.1699        71.5259       -1.48636        1.41522      0.0750425           9860           8140
        336.298        2.38129      0.0523353      0.0543158       0.121574        6.67228        10.4006        9.65292        1.70538       0.207688       0.215328       0.147728        38.5647        9.42457        9.79119        71.4992       -1.58364        1.42403      0.0769547           9860           8140
        336.429        2.38118      0.0535136       0.053267       0.121557         6.6715        10.5311        9.76354        1.70553       0.207676       0.215323       0.147739        38.5666        9.85415        9.41683        71.4732       -1.66151        1.40686      0.0750911           9860           8140
         336.56        2.38117      0.0547046      0.0522281       0.121541        6.67066        10.5527        9.76628        1.70521        0.20766       0.215315       0.147749        38.5691        10.2984        9.05333        71.4492       -1.71655        1.36599      0.0696423           9860           8140
        336.692        2.38131      0.0558903      0.0512163       0.121528        6.66972        10.4582        9.66685        1.70455       0.207642       0.215305       0.147759        38.5728        10.7507        8.70643        71.4286       -1.74552        1.30401      0.0610197           9860           8140
        336.823        2.38164      0.0570519      0.0502481       0.121516        6.66864        10.2438        9.47425        1.70372       0.207621       0.215293       0.147771        38.5785        11.2037        8.38111        71.4124       -1.74548         1.2236      0.0498329           9860           8140
        336.954         2.3822      0.0581707      0.0493388       0.121508        6.66739        9.90918         9.2006        1.70291       0.207599        0.21528       0.147784        38.5867        11.6495        8.08162        71.4015       -1.71408        1.12747      0.0368518           9860           8140
        337.085        2.38302      0.0592282      0.0485026       0.121503        6.66595        9.45875        8.86112        1.70226       0.207578       0.215267       0.147801        38.5977        12.0797        7.81148        71.3962       -1.64971        1.01815      0.0229584           9860           8140
        337.217        2.38411      0.0602066      0.0477526         0.1215        6.66432        8.90172        8.47423        1.70184       0.207559       0.215255       0.147821        38.6118        12.4855        7.57357        71.3967       -1.55171       0.897984     0.00909133           9860           8140
        337.348        2.38544      0.0610891      0.0471001       0.121501         6.6625        8.25328        8.06177        1.70165       0.207542       0.215243       0.147846         38.629        12.8583        7.37017        71.4025        -1.4205       0.769006    -0.00381211           9860           8140
        337.479        2.38701      0.0618604      0.0465554       0.121504        6.66049        7.53602        7.64913        1.70162       0.207528       0.215233       0.147874        38.6491        13.1897        7.20309         71.413       -1.25771        0.63295      -0.014875           9860           8140
        337.611        2.38876      0.0625071      0.0461268       0.121509        6.65833        6.78221        7.26516        1.70162       0.207519       0.215225       0.147907        38.6718        13.4721        7.07372        71.4272       -1.06618       0.491236     -0.0233355           9860           8140
        337.742        2.39064      0.0630179      0.0458213       0.121515        6.65606        6.03738         6.9412        1.70155       0.207515       0.215219       0.147943        38.6966        13.6986        6.98315        71.4439      -0.849913       0.344993     -0.0285946           9860           8140
