0.018  0.004  0  -187.383 	0 	0 	0 	0 	0 	
-0.018  0.006  0  176.576 	0 	0 	0 	0 	0 	
-0.016  0.006  0  176.576 	-30.8173 	13.4722 	0 	0 	0 	
-0.014  0.006  0  183.843 	-78.8733 	47.8825 	1.28135e-08 	2.99031e-08 	1.87697e-11 	
-0.012  0.006  0  183.994 	-92.8887 	100.867 	1.50988e-08 	2.9919e-08 	1.54342e-11 	
-0.01  0.006  0  174.311 	-105.681 	152.685 	1.71783e-08 	2.83474e-08 	1.26273e-11 	
-0.008  0.006  0  154.698 	-116.773 	199.567 	1.89809e-08 	2.51593e-08 	9.30096e-12 	
-0.006  0.006  0  125.897 	-125.905 	239.302 	2.04647e-08 	2.04725e-08 	7.00672e-12 	
-0.004  0.006  0  88.0328 	-132.781 	269.913 	2.15828e-08 	1.43162e-08 	4.76015e-12 	
-0.002  0.006  0  45.1926 	-137.169 	289.793 	2.22977e-08 	7.34932e-09 	6.91263e-13 	
3.46945e-18  0.006  0  2.8161e-05 	-138.904 	297.744 	2.2581e-08 	-1.58516e-12 	-1.90789e-12 	
0.002  0.006  0  -45.1925 	-137.169 	289.793 	2.22976e-08 	-7.35252e-09 	-3.34719e-12 	
0.004  0.006  0  -88.0327 	-132.781 	269.913 	2.15823e-08 	-1.43194e-08 	-5.67624e-12 	
0.006  0.006  0  -125.897 	-125.905 	239.302 	2.0465e-08 	-2.04754e-08 	-1.17602e-11 	
0.008  0.006  0  -154.698 	-116.773 	199.567 	1.89825e-08 	-2.51616e-08 	-1.17203e-11 	
0.01  0.006  0  -174.311 	-105.681 	152.685 	1.71802e-08 	-2.83502e-08 	-1.3584e-11 	
0.012  0.006  0  -183.994 	-92.8887 	100.867 	1.51007e-08 	-2.9922e-08 	-1.54929e-11 	
0.014  0.006  0  -183.843 	-78.8733 	47.8825 	1.2814e-08 	-2.99055e-08 	-1.86259e-11 	
0.016  0.006  0  -176.576 	-30.8173 	13.4722 	0 	0 	0 	
0.018  0.006  0  -176.576 	0 	0 	0 	0 	0 	
-0.018  0.008  0  118.824 	0 	0 	0 	0 	0 	
-0.016  0.008  0  118.824 	-36.1533 	5.48865 	0 	0 	0 	
-0.014  0.008  0  169.021 	-93.4304 	26.265 	1.51377e-08 	2.55321e-08 	1.72644e-11 	
-0.012  0.008  0  168.987 	-112.884 	71.7138 	1.83579e-08 	2.74775e-08 	1.07967e-11 	
-0.01  0.008  0  160.759 	-129.085 	119.432 	2.09889e-08 	2.61432e-08 	1.02066e-11 	
-0.008  0.008  0  143.13 	-143.137 	162.758 	2.32712e-08 	2.32776e-08 	9.40514e-12 	
-0.006  0.008  0  116.766 	-154.705 	199.565 	2.51502e-08 	1.89874e-08 	7.10529e-12 	
-0.004  0.008  0  81.7714 	-163.408 	227.973 	2.6565e-08 	1.32968e-08 	3.51754e-12 	
-0.002  0.008  0  42.0132 	-168.953 	246.449 	2.74679e-08 	6.83099e-09 	2.56131e-13 	
3.46945e-18  0.008  0  2.39954e-05 	-171.142 	253.846 	2.78244e-08 	-1.3837e-12 	-1.32308e-12 	
0.002  0.008  0  -42.0132 	-168.953 	246.449 	2.7467e-08 	-6.83361e-09 	-3.22956e-12 	
0.004  0.008  0  -81.7713 	-163.408 	227.973 	2.65641e-08 	-1.32992e-08 	-6.81596e-12 	
0.006  0.008  0  -116.766 	-154.705 	199.565 	2.51494e-08 	-1.89903e-08 	-8.39148e-12 	
0.008  0.008  0  -143.13 	-143.137 	162.758 	2.32707e-08 	-2.32803e-08 	-1.25271e-11 	
